"date","region","kata","market","market_id","latitude","longitude","category","commodity","commodity_id","unit","pricetype","currency","price","season"
"2014-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","112083.25","kiangazi kifupi"
"2014-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","151250","kiangazi kifupi"
"2014-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","112708","kiangazi kifupi"
"2014-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","150833","kiangazi kifupi"
"2014-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","123125","masika"
"2014-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","162292","masika"
"2014-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","132750","masika"
"2014-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","165250","masika"
"2014-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","132884.62","masika"
"2014-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","167250","masika"
"2014-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","127291.75","kiangazi kikuu"
"2014-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","166520.75","kiangazi kikuu"
"2014-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","104773","kiangazi kikuu"
"2014-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","143864","kiangazi kikuu"
"2014-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","92292","kiangazi kikuu"
"2014-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","142500","kiangazi kikuu"
"2014-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","101538","kiangazi kikuu"
"2014-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","147115","kiangazi kikuu"
"2014-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","108750","vuli"
"2014-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","153214","vuli"
"2014-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","128462","vuli"
"2014-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","162115","vuli"
"2015-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","130750","kiangazi kifupi"
"2015-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","165250","kiangazi kifupi"
"2015-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","137500","kiangazi kifupi"
"2015-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","171250","kiangazi kifupi"
"2015-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","158750","masika"
"2015-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","172083","masika"
"2015-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","162045","masika"
"2015-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","169250","masika"
"2015-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","163750","masika"
"2015-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","185833","masika"
"2015-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","159444","kiangazi kikuu"
"2015-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","193889","kiangazi kikuu"
"2015-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","148958","kiangazi kikuu"
"2015-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","158542","kiangazi kikuu"
"2015-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","141041.67","kiangazi kikuu"
"2015-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","158958.33","kiangazi kikuu"
"2015-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","170227","kiangazi kikuu"
"2015-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","178636","kiangazi kikuu"
"2015-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","184750","kiangazi kikuu"
"2015-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","182000","kiangazi kikuu"
"2015-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","176136","vuli"
"2015-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","180455","vuli"
"2015-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","180909","vuli"
"2015-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","184773","vuli"
"2016-01-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1866.7","kiangazi kifupi"
"2016-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","185000","kiangazi kifupi"
"2016-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","185208","kiangazi kifupi"
"2016-02-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1855.6","kiangazi kifupi"
"2016-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","185000","kiangazi kifupi"
"2016-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","189500","kiangazi kifupi"
"2016-03-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1866.7","masika"
"2016-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","195000","masika"
"2016-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","171667","masika"
"2016-04-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1855.6","masika"
"2016-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","207955","masika"
"2016-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","174318","masika"
"2016-05-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1955.6","masika"
"2016-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","180500","masika"
"2016-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","169000","masika"
"2016-06-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1955.6","kiangazi kikuu"
"2016-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","182083","kiangazi kikuu"
"2016-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","172500","kiangazi kikuu"
"2016-07-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1955.6","kiangazi kikuu"
"2016-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","162917","kiangazi kikuu"
"2016-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","173125","kiangazi kikuu"
"2016-08-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1955.6","kiangazi kikuu"
"2016-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","142273","kiangazi kikuu"
"2016-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","171591","kiangazi kikuu"
"2016-09-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1933.3","kiangazi kikuu"
"2016-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","139375","kiangazi kikuu"
"2016-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","175000","kiangazi kikuu"
"2016-10-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1933.3","kiangazi kikuu"
"2016-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","156875","kiangazi kikuu"
"2016-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","179479","kiangazi kikuu"
"2016-11-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1988.9","vuli"
"2016-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","150758","vuli"
"2016-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","188682","vuli"
"2016-12-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1933.3","vuli"
"2016-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","146667","vuli"
"2016-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","190000","vuli"
"2017-01-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1755.6","kiangazi kifupi"
"2017-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","152400","kiangazi kifupi"
"2017-02-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1833.3","kiangazi kifupi"
"2017-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","172500","kiangazi kifupi"
"2017-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","184285.71","kiangazi kifupi"
"2017-03-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1866.7","masika"
"2017-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","104266.67","masika"
"2017-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","196184.21","masika"
"2017-04-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1888.9","masika"
"2017-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","180500","masika"
"2017-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","168625","masika"
"2017-05-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1888.9","masika"
"2017-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","193611.11","masika"
"2017-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","181388.89","masika"
"2017-06-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1877.8","kiangazi kikuu"
"2017-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","176944.44","kiangazi kikuu"
"2017-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","183296.3","kiangazi kikuu"
"2017-07-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1877.8","kiangazi kikuu"
"2017-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","155000","kiangazi kikuu"
"2017-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","177777.78","kiangazi kikuu"
"2017-08-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1811.1","kiangazi kikuu"
"2017-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","168000","kiangazi kikuu"
"2017-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","180500","kiangazi kikuu"
"2017-09-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1755.6","kiangazi kikuu"
"2017-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","153333.33","kiangazi kikuu"
"2017-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","179444.44","kiangazi kikuu"
"2017-10-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1755.6","kiangazi kikuu"
"2017-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","170000","kiangazi kikuu"
"2017-11-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1844.4","vuli"
"2017-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","172500","vuli"
"2017-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","187500","vuli"
"2017-12-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1844.4","vuli"
"2018-01-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1877.8","kiangazi kifupi"
"2018-02-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1877.8","kiangazi kifupi"
"2018-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","183125","kiangazi kifupi"
"2018-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","178437.5","kiangazi kifupi"
"2018-03-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1911.1","masika"
"2018-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","199444.44","masika"
"2018-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","183888.89","masika"
"2018-04-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1911.1","masika"
"2018-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","195000","masika"
"2018-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","185000","masika"
"2018-05-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1911.1","masika"
"2018-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","190000","masika"
"2018-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","195000","masika"
"2018-06-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1855.6","kiangazi kikuu"
"2018-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","194166.67","kiangazi kikuu"
"2018-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","195000","kiangazi kikuu"
"2018-07-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1844.4","kiangazi kikuu"
"2018-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","181666.67","kiangazi kikuu"
"2018-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","188333.33","kiangazi kikuu"
"2018-08-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1788.9","kiangazi kikuu"
"2018-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","155000","kiangazi kikuu"
"2018-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","175000","kiangazi kikuu"
"2018-09-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1633.3","kiangazi kikuu"
"2018-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","267272.73","kiangazi kikuu"
"2018-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","170227.27","kiangazi kikuu"
"2018-10-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1688.9","kiangazi kikuu"
"2018-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","140555.56","kiangazi kikuu"
"2018-10-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","181388.89","kiangazi kikuu"
"2018-11-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1744.4","vuli"
"2018-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","147500","vuli"
"2018-11-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","177272.73","vuli"
"2018-12-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1722.2","vuli"
"2018-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","146041.67","vuli"
"2018-12-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","177500","vuli"
"2019-01-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1733.3","kiangazi kifupi"
"2019-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","148000","kiangazi kifupi"
"2019-01-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","176000","kiangazi kifupi"
"2019-02-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1711.1","kiangazi kifupi"
"2019-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","150000","kiangazi kifupi"
"2019-02-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","177500","kiangazi kifupi"
"2019-03-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1733.3","masika"
"2019-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","152318.18","masika"
"2019-03-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","179181.82","masika"
"2019-04-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1800","masika"
"2019-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","158333.33","masika"
"2019-04-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","177833.33","masika"
"2019-05-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1833.3","masika"
"2019-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","160000","masika"
"2019-05-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","175000","masika"
"2019-06-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1733.3","kiangazi kikuu"
"2019-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","157777.78","kiangazi kikuu"
"2019-06-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","175000","kiangazi kikuu"
"2019-07-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1677.8","kiangazi kikuu"
"2019-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","160000","kiangazi kikuu"
"2019-07-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","175454.55","kiangazi kikuu"
"2019-08-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1766.7","kiangazi kikuu"
"2019-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","155454.55","kiangazi kikuu"
"2019-08-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","pulses and nuts","Beans","50","100 KG","Wholesale","TZS","173863.64","kiangazi kikuu"
"2019-09-15","Morogoro","Kilombero","Morogoro Region","4551","-7.92","36.99","cereals and tubers","Rice","52","KG","Retail","TZS","1755.6","kiangazi kikuu"
"2019-09-15","Morogoro","Morogoro Urban","Morogoro","89","-6.82","37.67","cereals and tubers","Rice","52","100 KG","Wholesale","TZS","159090.91","kiangazi kikuu"
